SIMULATED EQUIVALENT,"""OBSERVED VALUE""",,"""OBSERVATION NAME""",Well ID,Date,name,RMSE,Well Type,Pumping in Model Cell,Area in Model,Distance from Carmel River
31,39,7.16,w29_03031993,29,3031993,CVR 5,,,,,
31,38,6.73,w29_04021993,29,4021993,CVR 5,,,,,
32,38,5.93,w29_06091993,29,6091993,CVR 5,,,,,
32,37,5.51,w29_06291993,29,6291993,CVR 5,,,,,
32,37,5.25,w29_07281993,29,7281993,CVR 5,,,,,
32,37,5.05,w29_08301993,29,8301993,CVR 5,,,,,
32,37,4.78,w29_09291993,29,9291993,CVR 5,,,,,
33,37,4.36,w29_11021993,29,11021993,CVR 5,,,,,
33,38,4.22,w29_11291993,29,11291993,CVR 5,,,,,
34,37,3.64,w29_01071994,29,1071994,CVR 5,,,,,
34,38,3.49,w29_01201994,29,1201994,CVR 5,,,,,
34,38,3.50,w29_02231994,29,2231994,CVR 5,,,,,
35,38,2.93,w29_03231994,29,3231994,CVR 5,,,,,
35,38,2.23,w29_04271994,29,4271994,CVR 5,,,,,
36,37,1.50,w29_05281994,29,5281994,CVR 5,,,,,
36,37,0.86,w29_06291994,29,6291994,CVR 5,,,,,
36,37,0.70,w29_07281994,29,7281994,CVR 5,,,,,
36,37,0.16,w29_08311994,29,8311994,CVR 5,,,,,
36,36,-0.11,w29_09281994,29,9281994,CVR 5,,,,,
36,36,-0.08,w29_10241994,29,10241994,CVR 5,,,,,
36,36,-0.02,w29_11291994,29,11291994,CVR 5,,,,,
37,37,0.74,w29_12301994,29,12301994,CVR 5,,,,,
37,38,1.65,w29_01251995,29,1251995,CVR 5,,,,,
37,38,1.21,w29_02281995,29,2281995,CVR 5,,,,,
37,38,1.74,w29_03161995,29,3161995,CVR 5,,,,,
37,38,1.59,w29_03301995,29,3301995,CVR 5,,,,,
37,38,1.05,w29_04271995,29,4271995,CVR 5,,,,,
36,37,1.12,w29_05301995,29,5301995,CVR 5,,,,,
36,37,1.20,w29_06301995,29,6301995,CVR 5,,,,,
36,37,1.33,w29_07311995,29,7311995,CVR 5,,,,,
36,37,1.42,w29_09051995,29,9051995,CVR 5,,,,,
36,37,1.60,w29_10311995,29,10311995,CVR 5,,,,,
36,37,1.40,w29_11271995,29,11271995,CVR 5,,,,,
36,37,1.22,w29_12281995,29,12281995,CVR 5,,,,,
37,38,1.26,w29_02061996,29,2061996,CVR 5,,,,,
37,38,1.34,w29_02261996,29,2261996,CVR 5,,,,,
37,38,0.99,w29_03291996,29,3291996,CVR 5,,,,,
37,37,0.64,w29_04301996,29,4301996,CVR 5,,,,,
37,37,0.47,w29_05301996,29,5301996,CVR 5,,,,,
37,37,0.02,w29_07011996,29,7011996,CVR 5,,,,,
37,37,-0.05,w29_07261996,29,7261996,CVR 5,,,,,
37,37,-0.20,w29_08301996,29,8301996,CVR 5,,,,,
37,37,-0.22,w29_09271996,29,9271996,CVR 5,,,,,
37,37,0.01,w29_11011996,29,11011996,CVR 5,,,,,
37,37,-0.13,w29_12041996,29,12041996,CVR 5,,,,,
38,38,-0.11,w29_12271996,29,12271996,CVR 5,,,,,
38,38,0.46,w29_01311997,29,1311997,CVR 5,,,,,
38,38,-0.21,w29_02271997,29,2271997,CVR 5,,,,,
38,37,-1.06,w29_03281997,29,3281997,CVR 5,,,,,
38,37,-1.40,w29_04281997,29,4281997,CVR 5,,,,,
39,37,-1.65,w29_05291997,29,5291997,CVR 5,,,,,
39,37,-1.78,w29_07091997,29,7091997,CVR 5,,,,,
38,37,-1.59,w29_08051997,29,8051997,CVR 5,,,,,
38,37,-1.47,w29_08281997,29,8281997,CVR 5,,,,,
38,37,-1.34,w29_09301997,29,9301997,CVR 5,,,,,
38,37,-1.34,w29_10301997,29,10301997,CVR 5,,,,,
38,37,-1.38,w29_11241997,29,11241997,CVR 5,,,,,
38,37,-0.91,w29_12301997,29,12301997,CVR 5,,,,,
38,38,-0.54,w29_01291998,29,1291998,CVR 5,,,,,
39,39,0.07,w29_02261998,29,2261998,CVR 5,,,,,
38,38,-0.66,w29_03301998,29,3301998,CVR 5,,,,,
38,38,-0.66,w29_05121998,29,5121998,CVR 5,,,,,
38,38,-0.48,w29_06011998,29,6011998,CVR 5,,,,,
38,37,-0.36,w29_07011998,29,7011998,CVR 5,,,,,
37,37,-0.51,w29_08041998,29,8041998,CVR 5,,,,,
37,37,-0.28,w29_08311998,29,8311998,CVR 5,,,,,
37,37,0.02,w29_09291998,29,9291998,CVR 5,,,,,
37,37,0.11,w29_10281998,29,10281998,CVR 5,,,,,
37,37,0.07,w29_12021998,29,12021998,CVR 5,,,,,
37,37,0.03,w29_12281998,29,12281998,CVR 5,,,,,
37,37,0.30,w29_01291999,29,1291999,CVR 5,,,,,
37,37,0.52,w29_02241999,29,2241999,CVR 5,,,,,
37,37,0.73,w29_04021999,29,4021999,CVR 5,,,,,
37,37,0.71,w29_04301999,29,4301999,CVR 5,,,,,
37,37,0.62,w29_06011999,29,6011999,CVR 5,,,,,
36,37,0.41,w29_07011999,29,7011999,CVR 5,,,,,
36,37,0.42,w29_07271999,29,7271999,CVR 5,,,,,
36,37,0.52,w29_08311999,29,8311999,CVR 5,,,,,
36,37,0.48,w29_10081999,29,10081999,CVR 5,,,,,
36,37,0.30,w29_10281999,29,10281999,CVR 5,,,,,
37,37,0.41,w29_11301999,29,11301999,CVR 5,,,,,
37,37,0.38,w29_01052000,29,1052000,CVR 5,,,,,
37,37,0.48,w29_01312000,29,1312000,CVR 5,,,,,
37,38,0.66,w29_02252000,29,2252000,CVR 5,,,,,
37,37,0.04,w29_04032000,29,4032000,CVR 5,,,,,
38,37,-0.44,w29_04252000,29,4252000,CVR 5,,,,,
38,37,-0.58,w29_05312000,29,5312000,CVR 5,,,,,
38,37,-0.67,w29_06282000,29,6282000,CVR 5,,,,,
37,37,-0.66,w29_07312000,29,7312000,CVR 5,,,,,
37,37,-0.78,w29_08292000,29,8292000,CVR 5,,,,,
37,37,-0.81,w29_10032000,29,10032000,CVR 5,,,,,
37,37,-0.78,w29_10312000,29,10312000,CVR 5,,,,,
38,37,-0.94,w29_11292000,29,11292000,CVR 5,,,,,
38,37,-0.77,w29_12202000,29,12202000,CVR 5,,,,,
38,37,-0.91,w29_02012001,29,2012001,CVR 5,,,,,
38,37,-0.94,w29_03012001,29,3012001,CVR 5,,,,,
38,37,-1.17,w29_04052001,29,4052001,CVR 5,,,,,
38,37,-1.28,w29_05012001,29,5012001,CVR 5,,,,,
38,37,-1.44,w29_05242001,29,5242001,CVR 5,,,,,
38,37,-1.58,w29_07092001,29,7092001,CVR 5,,,,,
38,37,-1.65,w29_07232001,29,7232001,CVR 5,,,,,
38,37,-1.46,w29_08302001,29,8302001,CVR 5,,,,,
38,37,-1.37,w29_11082001,29,11082001,CVR 5,,,,,
38,37,-1.32,w29_11302001,29,11302001,CVR 5,,,,,
39,37,-1.26,w29_12202001,29,12202001,CVR 5,,,,,
39,37,-1.47,w29_01302002,29,1302002,CVR 5,,,,,
39,37,-1.57,w29_03042002,29,3042002,CVR 5,,,,,
39,37,-1.54,w29_03262002,29,3262002,CVR 5,,,,,
39,37,-1.77,w29_04262002,29,4262002,CVR 5,,,,,
39,37,-1.92,w29_05282002,29,5282002,CVR 5,,,,,
39,37,-1.59,w29_06252002,29,6252002,CVR 5,,,,,
39,36,-2.36,w29_07292002,29,7292002,CVR 5,,,,,
39,36,-2.34,w29_08282002,29,8282002,CVR 5,,,,,
39,36,-2.28,w29_10022002,29,10022002,CVR 5,,,,,
39,36,-2.21,w29_11072002,29,11072002,CVR 5,,,,,
39,37,-1.79,w29_12022002,29,12022002,CVR 5,,,,,
39,37,-1.49,w29_12302002,29,12302002,CVR 5,,,,,
39,37,-2.05,w29_01302003,29,1302003,CVR 5,,,,,
39,37,-2.13,w29_02242003,29,2242003,CVR 5,,,,,
39,37,-1.79,w29_03262003,29,3262003,CVR 5,,,,,
39,37,-1.69,w29_04292003,29,4292003,CVR 5,,,,,
39,37,-1.87,w29_05272003,29,5272003,CVR 5,,,,,
39,37,-1.93,w29_06262003,29,6262003,CVR 5,,,,,
39,37,-2.09,w29_07292003,29,7292003,CVR 5,,,,,
39,37,-2.02,w29_08282003,29,8282003,CVR 5,,,,,
39,37,-1.86,w29_09262003,29,9262003,CVR 5,,,,,
39,37,-1.71,w29_10252003,29,10252003,CVR 5,,,,,
39,37,-1.74,w29_11262003,29,11262003,CVR 5,,,,,
39,37,-1.78,w29_12222003,29,12222003,CVR 5,,,,,
39,37,-1.72,w29_01262004,29,1262004,CVR 5,,,,,
39,38,-1.57,w29_02232004,29,2232004,CVR 5,,,,,
39,37,-1.93,w29_04012004,29,4012004,CVR 5,,,,,
39,37,-2.14,w29_04302004,29,4302004,CVR 5,,,,,
39,37,-2.25,w29_05272004,29,5272004,CVR 5,,,,,
39,37,-2.51,w29_06292004,29,6292004,CVR 5,,,,,
39,37,-2.43,w29_08032004,29,8032004,CVR 5,,,,,
39,37,-2.31,w29_08302004,29,8302004,CVR 5,,,,,
39,37,-2.22,w29_09292004,29,9292004,CVR 5,,,,,
39,37,-1.84,w29_10272004,29,10272004,CVR 5,,,,,
39,37,-1.78,w29_12012004,29,12012004,CVR 5,,,,,
39,37,-1.78,w29_12282004,29,12282004,CVR 5,,,,,
39,38,-1.41,w29_02092005,29,2092005,CVR 5,,,,,
39,38,-1.18,w29_02222005,29,2222005,CVR 5,,,,,
39,38,-1.15,w29_03302005,29,3302005,CVR 5,,,,,
39,38,-1.86,w29_05022005,29,5022005,CVR 5,,,,,
39,37,-2.20,w29_05262005,29,5262005,CVR 5,,,,,
39,37,-2.31,w29_06302005,29,6302005,CVR 5,,,,,
39,37,-2.35,w29_07282005,29,7282005,CVR 5,,,,,
39,37,-2.25,w29_08312005,29,8312005,CVR 5,,,,,
39,37,-2.12,w29_09282005,29,9282005,CVR 5,,,,,
39,37,-1.96,w29_10282005,29,10282005,CVR 5,,,,,
39,37,-1.85,w29_12062005,29,12062005,CVR 5,,,,,
39,38,-1.38,w29_01062006,29,1062006,CVR 5,,,,,
39,38,-1.69,w29_02012006,29,2012006,CVR 5,,,,,
39,38,-1.61,w29_03022006,29,3022006,CVR 5,,,,,
39,38,-1.48,w29_03292006,29,3292006,CVR 5,,,,,
39,38,-1.37,w29_04262006,29,4262006,CVR 5,,,,,
39,37,-1.85,w29_05252006,29,5252006,CVR 5,,,,,
39,37,-2.03,w29_07062006,29,7062006,CVR 5,,,,,
39,37,-1.89,w29_08102006,29,8102006,CVR 5,,,,,
39,37,-2.02,w29_02052007,29,2052007,CVR 5,,,,,
39,37,-1.73,w29_02272007,29,2272007,CVR 5,,,,,
39,37,-1.97,w29_03272007,29,3272007,CVR 5,,,,,
39,37,-1.61,w29_05012007,29,5012007,CVR 5,,,,,
39,37,-2.07,w29_05312007,29,5312007,CVR 5,,,,,
39,37,-2.08,w29_06272007,29,6272007,CVR 5,,,,,
39,37,-2.19,w29_08022007,29,8022007,CVR 5,,,,,
39,36,-2.37,w29_08312007,29,8312007,CVR 5,,,,,
39,36,-2.53,w29_10022007,29,10022007,CVR 5,,,,,
38,36,-2.32,w29_11022007,29,11022007,CVR 5,,,,,
39,36,-2.29,w29_11292007,29,11292007,CVR 5,,,,,
39,37,-2.03,w29_12202007,29,12202007,CVR 5,,,,,
39,37,-1.21,w29_01102008,29,1102008,CVR 5,,,,,
38,38,-0.37,w29_02012008,29,2012008,CVR 5,,,,,
38,38,-0.32,w29_02292008,29,2292008,CVR 5,,,,,
38,38,-0.58,w29_03212008,29,3212008,CVR 5,,,,,
38,37,-0.40,w29_04282008,29,4282008,CVR 5,,,,,
37,37,-0.58,w29_05302008,29,5302008,CVR 5,,,,,
37,37,-0.16,w29_07022008,29,7022008,CVR 5,,,,,
37,37,0.20,w29_07302008,29,7302008,CVR 5,,,,,
36,37,0.48,w29_09042008,29,9042008,CVR 5,,,,,
36,37,0.62,w29_10022008,29,10022008,CVR 5,,,,,
36,37,0.98,w29_10292008,29,10292008,CVR 5,,,,,
36,37,1.43,w29_12032008,29,12032008,CVR 5,,,,,
36,37,1.50,w29_01082009,29,1082009,CVR 5,,,,,
36,37,1.43,w29_01302009,29,1302009,CVR 5,,,,,
36,38,1.95,w29_02252009,29,2252009,CVR 5,,,,,
36,38,1.45,w29_03302009,29,3302009,CVR 5,,,,,
36,37,1.05,w29_05012009,29,5012009,CVR 5,,,,,
36,37,0.76,w29_06012009,29,6012009,CVR 5,,,,,
36,37,0.74,w29_06242009,29,6242009,CVR 5,,,,,
36,37,0.60,w29_08052009,29,8052009,CVR 5,,,,,
36,37,0.62,w29_09012009,29,9012009,CVR 5,,,,,
36,37,0.73,w29_09302009,29,9302009,CVR 5,,,,,
36,37,1.09,w29_10162009,29,10162009,CVR 5,,,,,
36,37,0.97,w29_11042009,29,11042009,CVR 5,,,,,
37,38,0.94,w29_01052010,29,1052010,CVR 5,,,,,
37,38,1.49,w29_01292010,29,1292010,CVR 5,,,,,
37,38,1.30,w29_03042010,29,3042010,CVR 5,,,,,
37,38,0.48,w29_03302010,29,3302010,CVR 5,,,,,
37,38,0.46,w29_04292010,29,4292010,CVR 5,,,,,
37,38,0.79,w29_06042010,29,6042010,CVR 5,,,,,
37,37,-0.25,w29_06302010,29,6302010,CVR 5,,,,,
37,37,-0.16,w29_07302010,29,7302010,CVR 5,,,,,
37,37,-0.10,w29_08312010,29,8312010,CVR 5,,,,,
37,37,-0.06,w29_10012010,29,10012010,CVR 5,,,,,
37,37,0.07,w29_10282010,29,10282010,CVR 5,,,,,
37,37,0.04,w29_12012010,29,12012010,CVR 5,,,,,
37,38,0.73,w29_01052011,29,1052011,CVR 5,,,,,
37,38,0.38,w29_01272011,29,1272011,CVR 5,,,,,
37,38,0.66,w29_02282011,29,2282011,CVR 5,,,,,
37,38,1.01,w29_04012011,29,4012011,CVR 5,,,,,
38,38,0.01,w29_05022011,29,5022011,CVR 5,,,,,
37,37,-0.14,w29_06032011,29,6032011,CVR 5,,,,,
37,37,-0.10,w29_06282011,29,6282011,CVR 5,,,,,
37,37,-0.15,w29_08012011,29,8012011,CVR 5,,,,,
37,37,-0.15,w29_08292011,29,8292011,CVR 5,,,,,
37,37,0.15,w29_10032011,29,10032011,CVR 5,,,,,
37,37,0.17,w29_11022011,29,11022011,CVR 5,,,,,
37,37,0.05,w29_11302011,29,11302011,CVR 5,,,,,
37,37,-0.15,w29_01062012,29,1062012,CVR 5,,,,,
38,37,-0.10,w29_01302012,29,1302012,CVR 5,,,,,
38,37,-0.24,w29_03052012,29,3052012,CVR 5,,,,,
38,38,-0.05,w29_04022012,29,4022012,CVR 5,,,,,
38,37,-0.22,w29_04302012,29,4302012,CVR 5,,,,,
37,37,-0.44,w29_06012012,29,6012012,CVR 5,,,,,
37,37,-0.50,w29_06292012,29,6292012,CVR 5,,,,,
37,37,-0.36,w29_08012012,29,8012012,CVR 5,,,,,
37,37,-0.31,w29_08272012,29,8272012,CVR 5,,,,,
37,37,-0.20,w29_09272012,29,9272012,CVR 5,,,,,
37,37,-0.05,w29_10292012,29,10292012,CVR 5,,,,,
37,37,0.04,w29_12062012,29,12062012,CVR 5,,,,,
37,37,0.23,w29_01022013,29,1022013,CVR 5,,,,,
37,37,0.15,w29_01302013,29,1302013,CVR 5,,,,,
37,37,0.22,w29_02272013,29,2272013,CVR 5,,,,,
37,37,0.03,w29_04032013,29,4032013,CVR 5,,,,,
37,37,-0.43,w29_04252013,29,4252013,CVR 5,,,,,
37,37,-0.41,w29_05312013,29,5312013,CVR 5,,,,,
37,37,-0.31,w29_06242013,29,6242013,CVR 5,,,,,
37,37,-0.12,w29_08012013,29,8012013,CVR 5,,,,,
37,37,-0.13,w29_09062013,29,9062013,CVR 5,,,,,
37,36,-0.11,w29_10082013,29,10082013,CVR 5,,,,,
36,37,0.08,w29_11042013,29,11042013,CVR 5,,,,,
37,37,0.31,w29_12022013,29,12022013,CVR 5,,,,,
37,37,0.28,w29_01082014,29,1082014,CVR 5,,,,,
37,37,0.45,w29_02032014,29,2032014,CVR 5,,,,,
37,37,0.61,w29_03032014,29,3032014,CVR 5,,,,,
37,37,0.64,w29_03282014,29,3282014,CVR 5,,,,,
36,37,0.64,w29_04302014,29,4302014,CVR 5,,,,,
36,37,0.51,w29_06052014,29,6052014,CVR 5,,,,,
36,37,0.57,w29_07032014,29,7032014,CVR 5,,,,,
36,36,0.33,w29_07302014,29,7302014,CVR 5,,,,,
36,36,0.32,w29_08272014,29,8272014,CVR 5,,,,,
20,15,-5.64,w30_10251990,30,10251990,Reimers1,3.218775268,Abandoned,Yes,,
20,15,-4.88,w30_11161990,30,11161990,Reimers1,,,,,
20,13,-6.56,w30_12201990,30,12201990,Reimers1,,,,,
19,12,-7.12,w30_01041991,30,1041991,Reimers1,,,,,
19,12,-7.57,w30_02051991,30,2051991,Reimers1,,,,,
19,11,-8.09,w30_03051991,30,3051991,Reimers1,,,,,
19,13,-6.65,w30_03061991,30,3061991,Reimers1,,,,,
19,20,0.69,w30_03141991,30,3141991,Reimers1,,,,,
19,22,2.99,w30_03201991,30,3201991,Reimers1,,,,,
19,22,3.19,w30_03221991,30,3221991,Reimers1,,,,,
19,23,3.92,w30_03251991,30,3251991,Reimers1,,,,,
19,23,3.70,w30_03281991,30,3281991,Reimers1,,,,,
19,23,3.37,w30_04021991,30,4021991,Reimers1,,,,,
19,23,3.13,w30_04091991,30,4091991,Reimers1,,,,,
20,23,3.30,w30_04121991,30,4121991,Reimers1,,,,,
20,23,3.18,w30_04181991,30,4181991,Reimers1,,,,,
20,23,3.14,w30_05031991,30,5031991,Reimers1,,,,,
20,22,2.86,w30_05161991,30,5161991,Reimers1,,,,,
19,22,3.03,w30_05231991,30,5231991,Reimers1,,,,,
19,22,3.17,w30_05301991,30,5301991,Reimers1,,,,,
19,22,3.36,w30_06061991,30,6061991,Reimers1,,,,,
19,22,3.27,w30_06201991,30,6201991,Reimers1,,,,,
18,21,2.66,w30_07051991,30,7051991,Reimers1,,,,,
18,19,1.26,w30_08061991,30,8061991,Reimers1,,,,,
17,18,0.41,w30_09041991,30,9041991,Reimers1,,,,,
17,16,-1.26,w30_10021991,30,10021991,Reimers1,,,,,
17,14,-2.86,w30_11151991,30,11151991,Reimers1,,,,,
17,14,-3.28,w30_12091991,30,12091991,Reimers1,,,,,
17,13,-4.45,w30_01061992,30,1061992,Reimers1,,,,,
17,23,5.95,w30_01131992,30,1131992,Reimers1,,,,,
17,22,5.00,w30_02051992,30,2051992,Reimers1,,,,,
17,23,5.50,w30_02111992,30,2111992,Reimers1,,,,,
17,23,5.93,w30_02121992,30,2121992,Reimers1,,,,,
17,23,5.75,w30_02141992,30,2141992,Reimers1,,,,,
18,24,6.31,w30_02151992,30,2151992,Reimers1,,,,,
18,23,5.67,w30_02181992,30,2181992,Reimers1,,,,,
18,23,5.69,w30_02191992,30,2191992,Reimers1,,,,,
18,23,5.57,w30_02211992,30,2211992,Reimers1,,,,,
18,23,5.40,w30_02241992,30,2241992,Reimers1,,,,,
18,23,5.24,w30_02261992,30,2261992,Reimers1,,,,,
18,23,5.21,w30_02281992,30,2281992,Reimers1,,,,,
18,23,5.10,w30_03021992,30,3021992,Reimers1,,,,,
18,23,4.93,w30_03061992,30,3061992,Reimers1,,,,,
18,23,4.80,w30_03121992,30,3121992,Reimers1,,,,,
18,23,4.63,w30_04021992,30,4021992,Reimers1,,,,,
17,23,5.37,w30_05081992,30,5081992,Reimers1,,,,,
15,22,7.49,w30_06091992,30,6091992,Reimers1,,,,,
14,21,6.56,w30_07071992,30,7071992,Reimers1,,,,,
13,18,5.21,w30_08101992,30,8101992,Reimers1,,,,,
13,16,3.49,w30_09101992,30,9101992,Reimers1,,,,,
13,14,1.14,w30_10191992,30,10191992,Reimers1,,,,,
14,13,-0.64,w30_11111992,30,11111992,Reimers1,,,,,
14,12,-2.21,w30_12021992,30,12021992,Reimers1,,,,,
15,12,-3.14,w30_12291992,30,12291992,Reimers1,,,,,
15,15,-0.52,w30_12311992,30,12311992,Reimers1,,,,,
15,18,2.91,w30_01041993,30,1041993,Reimers1,,,,,
16,24,8.42,w30_01141993,30,1141993,Reimers1,,,,,
16,23,7.57,w30_01251993,30,1251993,Reimers1,,,,,
16,24,7.80,w30_02191993,30,2191993,Reimers1,,,,,
17,23,6.87,w30_03031993,30,3031993,Reimers1,,,,,
17,23,5.83,w30_04021993,30,4021993,Reimers1,,,,,
18,23,5.04,w30_05041993,30,5041993,Reimers1,,,,,
17,23,5.34,w30_06091993,30,6091993,Reimers1,,,,,
17,22,5.68,w30_06291993,30,6291993,Reimers1,,,,,
15,22,7.51,w30_07281993,30,7281993,Reimers1,,,,,
14,22,7.48,w30_08301993,30,8301993,Reimers1,,,,,
14,22,7.32,w30_09291993,30,9291993,Reimers1,,,,,
15,21,6.53,w30_11021993,30,11021993,Reimers1,,,,,
15,22,7.07,w30_11291993,30,11291993,Reimers1,,,,,
15,22,7.12,w30_01071994,30,1071994,Reimers1,,,,,
15,22,6.95,w30_01201994,30,1201994,Reimers1,,,,,
14,23,8.51,w30_02231994,30,2231994,Reimers1,,,,,
14,22,8.42,w30_03231994,30,3231994,Reimers1,,,,,
14,22,8.16,w30_04271994,30,4271994,Reimers1,,,,,
14,22,8.36,w30_05281994,30,5281994,Reimers1,,,,,
14,22,7.21,w30_06291994,30,6291994,Reimers1,,,,,
15,21,6.42,w30_07271994,30,7271994,Reimers1,,,,,
14,19,5.04,w30_08301994,30,8301994,Reimers1,,,,,
15,18,2.91,w30_09281994,30,9281994,Reimers1,,,,,
16,17,0.91,w30_10241994,30,10241994,Reimers1,,,,,
17,17,0.37,w30_11291994,30,11291994,Reimers1,,,,,
17,17,-0.13,w30_12291994,30,12291994,Reimers1,,,,,
17,18,0.54,w30_01051995,30,1051995,Reimers1,,,,,
17,22,4.37,w30_01091995,30,1091995,Reimers1,,,,,
17,24,6.97,w30_01101995,30,1101995,Reimers1,,,,,
17,24,6.36,w30_01111995,30,1111995,Reimers1,,,,,
17,23,6.09,w30_01121995,30,1121995,Reimers1,,,,,
17,23,5.95,w30_01131995,30,1131995,Reimers1,,,,,
17,23,6.16,w30_01161995,30,1161995,Reimers1,,,,,
17,23,5.83,w30_01201995,30,1201995,Reimers1,,,,,
17,24,6.37,w30_01251995,30,1251995,Reimers1,,,,,
16,24,8.49,w30_02271995,30,2271995,Reimers1,,,,,
15,23,8.47,w30_03151995,30,3151995,Reimers1,,,,,
16,23,7.49,w30_03291995,30,3291995,Reimers1,,,,,
17,23,6.08,w30_04261995,30,4261995,Reimers1,,,,,
18,23,5.01,w30_05301995,30,5301995,Reimers1,,,,,
18,23,4.29,w30_06301995,30,6301995,Reimers1,,,,,
18,23,4.07,w30_07281995,30,7281995,Reimers1,,,,,
19,22,3.55,w30_09051995,30,9051995,Reimers1,,,,,
19,22,3.18,w30_10051995,30,10051995,Reimers1,,,,,
19,22,3.02,w30_10161995,30,10161995,Reimers1,,,,,
20,23,2.86,w30_10311995,30,10311995,Reimers1,,,,,
20,22,2.36,w30_11271995,30,11271995,Reimers1,,,,,
21,23,1.99,w30_12261995,30,12261995,Reimers1,,,,,
21,23,2.68,w30_02061996,30,2061996,Reimers1,,,,,
21,22,1.64,w30_02251996,30,2251996,Reimers1,,,,,
21,23,2.53,w30_02281996,30,2281996,Reimers1,,,,,
20,23,2.24,w30_04021996,30,4021996,Reimers1,,,,,
21,23,1.74,w30_04241996,30,4241996,Reimers1,,,,,
20,23,2.39,w30_05301996,30,5301996,Reimers1,,,,,
19,22,2.73,w30_07011996,30,7011996,Reimers1,,,,,
19,22,2.85,w30_08291996,30,8291996,Reimers1,,,,,
20,22,2.54,w30_09271996,30,9271996,Reimers1,,,,,
20,22,2.02,w30_11011996,30,11011996,Reimers1,,,,,
21,22,1.90,w30_11071996,30,11071996,Reimers1,,,,,
21,22,1.50,w30_12031996,30,12031996,Reimers1,,,,,
21,23,1.95,w30_12271996,30,12271996,Reimers1,,,,,
22,23,1.54,w30_01311997,30,1311997,Reimers1,,,,,
23,23,0.39,w30_02271997,30,2271997,Reimers1,,,,,
23,22,-0.46,w30_03281997,30,3281997,Reimers1,,,,,
22,22,0.57,w30_05291997,30,5291997,Reimers1,,,,,
20,22,1.64,w30_07091997,30,7091997,Reimers1,,,,,
20,22,2.15,w30_08051997,30,8051997,Reimers1,,,,,
20,22,2.36,w30_08281997,30,8281997,Reimers1,,,,,
20,21,0.47,w30_09301997,30,9301997,Reimers1,,,,,
21,22,1.18,w30_10301997,30,10301997,Reimers1,,,,,
21,22,0.97,w30_11141997,30,11141997,Reimers1,,,,,
21,22,1.45,w30_12301997,30,12301997,Reimers1,,,,,
21,23,2.00,w30_01291998,30,1291998,Reimers1,,,,,
20,24,3.39,w30_02041998,30,2041998,Reimers1,,,,,
20,24,3.59,w30_02261998,30,2261998,Reimers1,,,,,
21,23,1.88,w30_03301998,30,3301998,Reimers1,,,,,
22,22,0.79,w30_04281998,30,4281998,Reimers1,,,,,
22,22,0.74,w30_05121998,30,5121998,Reimers1,,,,,
22,22,0.43,w30_06011998,30,6011998,Reimers1,,,,,
22,22,0.13,w30_07011998,30,7011998,Reimers1,,,,,
21,22,0.72,w30_08051998,30,8051998,Reimers1,,,,,
21,22,0.97,w30_08281998,30,8281998,Reimers1,,,,,
21,22,0.96,w30_09281998,30,9281998,Reimers1,,,,,
22,22,0.65,w30_10261998,30,10261998,Reimers1,,,,,
22,23,0.91,w30_12021998,30,12021998,Reimers1,,,,,
22,22,0.53,w30_12281998,30,12281998,Reimers1,,,,,
21,23,1.19,w30_01291999,30,1291999,Reimers1,,,,,
20,23,2.66,w30_02241999,30,2241999,Reimers1,,,,,
18,23,4.22,w30_04021999,30,4021999,Reimers1,,,,,
18,23,4.27,w30_04281999,30,4281999,Reimers1,,,,,
19,22,3.64,w30_06011999,30,6011999,Reimers1,,,,,
19,22,3.32,w30_07011999,30,7011999,Reimers1,,,,,
20,22,2.54,w30_07271999,30,7271999,Reimers1,,,,,
20,22,1.91,w30_08311999,30,8311999,Reimers1,,,,,
21,22,1.34,w30_10081999,30,10081999,Reimers1,,,,,
21,22,1.05,w30_10281999,30,10281999,Reimers1,,,,,
22,22,0.88,w30_11301999,30,11301999,Reimers1,,,,,
21,23,1.46,w30_01052000,30,1052000,Reimers1,,,,,
21,23,1.97,w30_01282000,30,1282000,Reimers1,,,,,
21,23,2.19,w30_02252000,30,2252000,Reimers1,,,,,
21,22,1.71,w30_04032000,30,4032000,Reimers1,,,,,
21,22,1.64,w30_04252000,30,4252000,Reimers1,,,,,
21,22,1.15,w30_06012000,30,6012000,Reimers1,,,,,
21,22,0.95,w30_06282000,30,6282000,Reimers1,,,,,
21,22,0.61,w30_07312000,30,7312000,Reimers1,,,,,
22,22,0.36,w30_08292000,30,8292000,Reimers1,,,,,
22,22,0.02,w30_10032000,30,10032000,Reimers1,,,,,
22,22,-0.22,w30_10242000,30,10242000,Reimers1,,,,,
22,22,-0.21,w30_10312000,30,10312000,Reimers1,,,,,
23,22,-0.34,w30_11302000,30,11302000,Reimers1,,,,,
23,22,-0.41,w30_12202000,30,12202000,Reimers1,,,,,
23,22,-0.51,w30_02012001,30,2012001,Reimers1,,,,,
23,23,-0.37,w30_02282001,30,2282001,Reimers1,,,,,
23,22,-0.20,w30_04052001,30,4052001,Reimers1,,,,,
22,22,0.71,w30_05012001,30,5012001,Reimers1,,,,,
21,22,1.08,w30_05242001,30,5242001,Reimers1,,,,,
21,22,0.94,w30_07092001,30,7092001,Reimers1,,,,,
21,22,0.65,w30_07232001,30,7232001,Reimers1,,,,,
22,22,0.34,w30_08312001,30,8312001,Reimers1,,,,,
